gene_id,baseMean,LFC_shrunk,lfcSE,stat,pvalue,padj,LFC_raw
FBgn0032242,1054.35535420514,-0.0357942125629086,0.0460956926382494,-1.1023520963771358,0.2703086288202413,0.5464669671372241,-0.0508136834137303
FBgn0031318,1865.400391482288,-0.0699584704969741,0.0416230216192395,-2.1044184570224664,0.0353419607908648,0.1609200835281962,-0.0875922549325728
FBgn0032590,2.491457774801044,-0.0023072791202012,0.6360842350364845,-0.3413652484012531,0.7328286333156939,,-0.2171370528973506
FBgn0003187,38.3211734700328,-0.0297658889343211,0.1478661359327057,-1.1075604991029742,0.268051670756028,0.5438194042015666,-0.1637706913140557
FBgn0032269,1.5420371604233494,0.0060558133272933,1.0198197717664408,1.5375533271303687,0.1241578667257735,,1.5680272831528244
FBgn0026147,1192.2247390669936,0.0760982041224223,0.0572514100581136,1.924033256191308,0.0543504150791336,0.2134583226994524,0.1101536169156561
FBgn0032153,28.44733343279531,0.001268211143461,0.2067301822046397,0.064602588369887,0.9484904237960992,0.9801230935830006,0.013355304864598
FBgn0028533,1.3000648203709375,-0.0046008913169439,1.2074819805201027,-1.4129551670856229,0.1576689067087022,,-1.7061179035386604
FBgn0032452,4.683456546741462,-0.0050379645612335,0.3956602324007771,-0.4607507161159279,0.6449774641302115,,-0.1823007354172525
FBgn0051793,977.3425437279805,-0.0424096284571222,0.07089537942232,-1.1822580237269555,0.2371033357725601,0.5088848776349522,-0.0838166311672047
FBgn0000464,314.18473008091865,0.0634479787663761,0.079257800885663,1.5803202467294195,0.1140335454526005,0.3350697953287216,0.1252527074508621
FBgn0051852,346.9747260804917,-0.0077120252757527,0.0557960347483304,-0.2348434806104213,0.8143302186621342,0.9220292825399524,-0.0131033350045579
FBgn0032131,0.7083705760883356,-3.510695718727345e-05,1.053708137496407,-0.038980893454295,0.9689056218492385,,-0.0410744846396711
FBgn0267927,1.1694438891751384,0.005428794073986,0.960848720046644,1.1506481230186234,0.2498770266782577,,1.1055987762265178
FBgn0032304,0.8417298836878999,0.0008681264702167,1.005560748003559,0.1889419830555971,0.850138288425784,,0.189992641810662
FBgn0016075,4615.183378605971,-0.005162199562256,0.1053639433033406,-0.1526261597110065,0.8786930942272226,0.9512430992368336,-0.0160812940383971
FBgn0053508,1.8849086734600824,-0.001323636327868,0.7298888593359718,-0.2199422603831622,0.8259161230368156,,-0.1605334055508416
FBgn0286027,190.4373995425672,-0.0009170039144061,0.0686647183893886,-0.0292066700726117,0.9766997615557752,0.990076924724198,-0.0020054677756276
FBgn0051933,0.2310825533673594,0.0002419839495824,1.874505032726576,-0.1509325786125138,0.8800289008515578,,-0.2829238782115567
FBgn0286723,766.2470167645558,-0.0143802536529876,0.6637326809084854,-3.218052778402272,0.0012906406664004,0.0159465824559695,-2.13592679791394
FBgn0010265,16345.87753747727,-0.0048537684375475,0.040574051984623,-0.1642581053984468,0.8695279607208808,0.9472336813861516,-0.0066646169073322
FBgn0266327,4.7709600210609695,0.0174442991870421,0.4216080037293857,1.6318477071297903,0.1027115724002955,,0.6880000541933661
FBgn0031478,1791.9291752812596,-0.1961963735416577,0.0658398197615683,-3.513205207434677,0.0004427353982836,0.0074594206498701,-0.2313087976429023
FBgn0031900,0.3607596514327802,0.0018116492303777,1.4581126555574482,0.4189191901475879,0.6752751917666808,,0.610831372810075
FBgn0032000,554.6852274763241,-0.0279406014422391,0.0460086208244174,-0.8749358311689714,0.3816088215876547,0.6540923586570107,-0.0402545909019497
FBgn0266312,3.912280119076629,-0.0124023189678599,0.4848990456597941,-1.3747533854606715,0.1692079142232518,,-0.6666166046274506
FBgn0027094,1196.1211480073805,0.0274271500447797,0.0469038333552458,0.8508829066684964,0.3948344010351929,0.6632164366369587,0.0399096700592063
FBgn0270924,1039.5814016140273,0.0050003086809523,0.0385281051766525,0.1728001586112417,0.8628085123653739,0.9443115683277168,0.0066576626855161
FBgn0266218,1.04562511976532,-0.0031248737599407,0.9108432550773432,-0.6525591462768194,0.5140405305214119,,-0.5943790969252704
FBgn0032398,2006.110639729676,-0.0060125833122081,0.0347388128891182,-0.1940571417886454,0.8461311395387184,0.9366309528264012,-0.0067413147383928
FBgn0264922,1433.205445819519,-0.0243536997143623,0.0480303451667541,-0.7555614879075139,0.4499121535582484,0.7047406089886836,-0.0362898790589042
FBgn0031655,118.36588474486732,-0.0491625081852852,0.0941789696653183,-1.3428001067910245,0.1793367088216638,0.4341726412859377,-0.1264635305240581
FBgn0041097,1127.806125910153,0.1616077336006407,0.0546706542417104,3.461411801296476,0.0005373501613183,0.0085079352061416,0.1892376477768556
FBgn0284084,76.15452847693274,-0.0197630665929353,0.1327020274024947,-0.716462910217353,0.4737055615607576,0.7216235009946459,-0.0950760807445343
FBgn0027929,215.8589743602517,-0.0203183701715989,0.1293237271256795,-0.7277304977053095,0.4667785774102777,0.7159674367866642,-0.0941128203062764
FBgn0266043,0.1710767399546101,0.0011232383925642,1.90732049983868,0.2180535024560165,0.8273874252992591,,0.4158979152959843
FBgn0019830,2448.376189867782,-0.0588347674340112,0.0814712126582476,-1.4985160561616098,0.1339992242040782,0.3676603196187117,-0.1220859202833411
FBgn0032799,492.755757871874,-0.0262679404312303,0.048257131834381,-0.8037617313245321,0.421534594883838,0.6843014153442744,-0.0387872358319583
FBgn0031894,71.20170850775212,0.0104604291601534,0.1132256493330974,0.3564044639638139,0.7215376868215208,0.8783784417600997,0.0403541268575173
FBgn0032087,0.4010611864794088,0.0012598427735123,1.474526252964152,0.2973274312067878,0.7662165409926486,,0.4384171030408014
FBgn0264439,2.0162044648008326,-0.0018881787566224,0.6725072113052305,-0.2940350053802526,0.7687311546342533,,-0.1977406614943921
FBgn0001994,2533.4058700405017,0.058578466958177,0.0383947931729068,1.8921239308727704,0.0584744705230955,0.2232132459094524,0.0726477069833675
FBgn0264883,1.083252188024158,-0.0035111054118962,1.0636550952175616,-0.8309556582999846,0.405998679314818,,-0.8838502198506417
FBgn0267262,1.082590293932166,0.0038502402717984,0.9242304189152416,0.8217586162604829,0.411214291054226,,0.7594943101536353
FBgn0267986,0.3517252303534859,-0.0004319023766944,2.0104018111478403,0.0012964570337974,0.9989655772387652,,0.0026063995688218
FBgn0085339,50.12350482508632,0.0029594808979543,0.1283501436781517,0.1030899824774519,0.9178915554875732,0.9691080521774053,0.0132316140627591
FBgn0266072,0.4069751129326954,-0.002927689193825,1.3359099014744305,-0.7073885043778267,0.4793250787718877,,-0.9450073071875272
FBgn0031631,103.42208857164624,0.0530304034125052,0.10963789107507,1.4825761302378768,0.1381870629120162,0.3739697237217502,0.1625465202775192
FBgn0032154,58.9114114365832,0.0154807583903872,0.1394508798869072,0.5812299954474525,0.5610854542112128,0.7801775101006224,0.0810530342818103
FBgn0028990,1695.0851097295574,-0.2070283193125731,0.058241313686723,-4.019167076732817,5.8404245234134966e-05,0.0016327086209587,-0.2340815704753457
FBgn0032645,0.5711490403989727,-0.0029138341214752,1.5058144908486566,-0.8913133356543058,0.3727610963722694,,-1.342152536714906
FBgn0025881,0.3709170446696893,-0.000175071384718,1.5665339195094556,-0.0115667847277498,0.990771246834654,,-0.018119760615684
FBgn0027592,539.3156121665536,-0.0177297623500734,0.0548473192247648,-0.5360802032526424,0.5919031214319858,0.8019870054406926,-0.0294025620378744
FBgn0015797,1205.146757051944,-0.0070113373404947,0.0408773029657317,-0.2367570992978424,0.8128452351560226,0.921568478862054,-0.0096779916772857
FBgn0032346,94.59842348744864,0.0173335718416505,0.0985064195160849,0.5475467638608207,0.5840031520947999,0.7960642258464666,0.0539368712255487
FBgn0002525,847.20855105361,0.0330617597969423,0.0415663794537097,1.0715452475607632,0.2839243370530865,0.5625647921653711,0.04454025636193
FBgn0032421,172.7633280871722,-0.0204502465302719,0.0738991482599435,-0.603077178702044,0.5464573474535324,0.7702739624387257,-0.0445668898410908
FBgn0015772,3254.3548325598176,0.0021783968533472,0.0421468408536096,0.0631334271031735,0.9496602564031474,0.9804752849972254,0.0026608745046604
