ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Database,Pathway,Direction
0.6069616451943419,2.507368330270576,0.0,0.0,0.0,34/91,5.98%,CYP4F11;CYP4F8;CYP4F2;CYP4A22;CYP4F3;CYP4B1;CYP4A11;CYP4F22;AWAT1;ACOX2;HACD2;HACD1;EPHX2;ABCC1;ACADVL;HADHA;SLC27A3;ACSL6;SLC27A2;ACSL1;ACSL4;ACSL3;ACSBG1;ACSBG2;CPT2;HADHB;CROT;ACAA2;ACBD5;ACBD4;NUDT19;ECHS1;ECI1;HPGD,Reactome_2022,Fatty Acid Metabolism R-HSA-8978868,Upregulated
0.7624587916139256,2.5030873470419612,0.0,0.0,0.0,15/29,3.25%,GNA13;GNAI1;GNAZ;GNAI2;GNA15;GNA11;GNAT2;GNA14;GNAT1;GNAS;GNA12;GNAT3;GNAI3;GNAQ;GNAL,GO_Cellular_Component_2025,Extrinsic Component of Cytoplasmic Side of Plasma Membrane (GO:0031234),Upregulated
0.6692797582677318,2.500699726046779,0.0,0.0,0.0,23/49,3.87%,ACOX2;HMGCS1;HMGCS2;PLIN1;PLIN4;PLIN5;PLIN2;CPT1C;ACSL6;SLC27A2;SLC27A4;ACSL1;ACSL4;SLC27A5;ACSL3;SLC27A6;SLC27A1;ACSBG1;ACSBG2;CPT2;RXRG;PCK2;PCK1,KEGG_2021_Human,PPAR signaling pathway,Upregulated
0.7715915006405226,2.4916015238683973,0.0,0.0,0.0,14/26,3.25%,GNA13;GNAI1;GNAZ;GNAI2;GNA15;GNAT2;GNA14;GNAT1;GNAS;GNA12;GNAT3;GNAI3;GNAQ;GNAL,GO_Cellular_Component_2025,Heterotrimeric G-protein Complex (GO:0005834),Upregulated
0.6642351023036162,2.464810240528568,0.0,0.0,0.0,22/50,2.49%,ABCD3;SLC16A1;SLC16A9;SLC16A4;SLC16A8;SLC16A6;SLC16A3;SLC16A12;SLC16A2;ABCC3;ABCC2;ABCC4;ABCC11;SLC5A6;SLC27A3;SLC27A4;ACSL1;SLC27A5;SLC27A1;ABCG2;SLC5A12;SLC5A8,GO_Biological_Process_2025,Monocarboxylic Acid Transport (GO:0015718),Upregulated
0.6648547705412389,2.457220816049756,0.0,0.0,0.0,18/49,4.95%,ALDH3B2;CES1;DGAT2;ABHD5;DHRSX;PLIN1;PLIN3;PLIN4;PLIN5;PLIN2;ACSL4;ACSL3;SCCPDH;BSCL2;SPART;PISD;LIPE;UBE2G2,GO_Cellular_Component_2025,Lipid Droplet (GO:0005811),Upregulated
0.7733727668885438,2.448872180664434,0.0,0.0,0.0,11/26,1.31%,CYP4F11;CYP4F8;CYP4F2;CYP4A22;CYP4F3;CYP4B1;CYP4A11;CYP4F22;AWAT1;EPHX2;ABCC1,Reactome_2022,Arachidonic Acid Metabolism R-HSA-2142753,Upregulated
0.8818386918375644,2.439781877279381,0.0,0.0,0.0,9/15,1.31%,CYP4F11;CYP4F8;CYP4F2;CYP4A22;CYP4F3;CYP4B1;CYP4A11;CYP4F22;ABCC1,Reactome_2022,Synthesis Of Leukotrienes (LT) And Eoxins (EX) R-HSA-2142691,Upregulated
0.6800307760084311,2.4340808766903628,0.0,0.0,0.0,20/43,3.87%,CYP4A11;ACOX2;HMGCS2;PLIN1;CPT1C;ACSL6;SLC27A2;SLC27A4;ACSL1;ACSL4;SLC27A5;ACSL3;SLC27A6;SLC27A1;ACSBG1;ACSBG2;CPT2;RXRG;PCK2;PCK1,WikiPathways_2024_Human,PPAR Signaling WP3942,Upregulated
0.8559501648537721,2.4245553292564788,0.0,0.0,0.0,8/16,1.66%,RPS6KA4;RPS6KB1;RPS6KA6;RPS6KA2;RPS6KA1;RPS6KB2;RPS6KA5;RPS6KA3,GO_Biological_Process_2025,TORC1 Signaling (GO:0038202),Upregulated
0.79216691118924,2.379363016610729,0.0,0.0,0.0,10/20,1.04%,CYP4F11;CYP4Z1;CYP4F8;CYP4F2;CYP4A22;CYP4F3;CYP4F12;CYP4A11;AWAT1;ABHD6,GO_Biological_Process_2025,Unsaturated Fatty Acid Metabolic Process (GO:0033559),Upregulated
0.5873242154694833,2.3426332302508506,0.0,0.0,0.0,35/75,8.38%,CYP4F11;CYP4F2;CYP4F12;CYP4B1;CYP4A11;CES1;ABCD3;ACOX2;CPT1C;SLC27A3;ACSL6;SLC27A2;SLC27A4;ACSL1;ACSL4;SLC27A5;ACSL3;SLC27A6;SLC27A1;ACSBG1;ACSBG2;LPIN3;LPIN2;LPIN1;CPT2;CROT;ACBD5;ACBD4;NUDT19;PEX2;HPGD;HSD17B10;ADIPOR1;ACSF2;SGPL1,GO_Biological_Process_2025,Fatty Acid Metabolic Process (GO:0006631),Upregulated
0.8585023210284662,2.3368959914016476,0.0,0.0,0.0,13/15,8.42%,SULT4A1;SULT2A1;SULT1C4;SULT1A1;SULT1C2;SULT1A4;SULT2B1;SULT1E1;SULT1C3;SULT1A2;SULT1B1;SULT6B1;G6PD,WikiPathways_2024_Human,Sulfation Biotransformation Reaction WP692,Upregulated
0.6524659358874387,2.3247654072151973,0.0,0.0,0.0,21/40,11.17%,CPT1C;ACSL6;ACSL1;ACSL4;ACSL3;ACSBG1;ACSBG2;NFKBIB;NFKBIA;RXRG;PRKAB1;PCK2;PCK1;IRS2;IRS4;IRS1;NFKB1;RELA;ADIPOR1;RXRA;RXRB,KEGG_2021_Human,Adipocytokine signaling pathway,Upregulated
0.7712720299080017,2.320543635440473,0.0,0.0,0.0,11/21,2.15%,FAR1;FAR2;DGAT2;HACD2;HACD1;ACSL6;ACSL1;ACSL4;ACSL3;ACSBG1;ACSBG2,GO_Biological_Process_2025,Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),Upregulated
