Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
RNA Polymerase I Promoter Clearance R-HSA-73854,Reactome_2022,-1.5216248932630343,Downregulated,0.09216927630276,29/49,43.28%
Glutamate Neurotransmitter Release Cycle R-HSA-210500,Reactome_2022,-1.5241937507080423,Downregulated,0.0908391058169581,12/22,21.53%
Aggrephagy R-HSA-9646399,Reactome_2022,-1.5256909853720844,Downregulated,0.0901735062909818,6/21,8.97%
Retinoblastoma Gene In Cancer WP2446,WikiPathways_2024_Human,-1.526529073801738,Downregulated,0.0898602753128511,44/81,36.70%
Neuropeptide Signaling Pathway (GO:0007218),GO_Biological_Process_2025,-1.5271776190952064,Downregulated,0.0896729904104377,20/57,17.40%
Protein Palmitoylation (GO:0018345),GO_Biological_Process_2025,-1.527256307158369,Downregulated,0.0898286669466216,8/22,12.10%
Histone Acetyltransferase Activity (GO:0004402),GO_Molecular_Function_2025,-1.5274277901563238,Downregulated,0.0899070120366924,16/28,36.27%
Insulin Secretion (GO:0030073),GO_Biological_Process_2025,-1.529336534971483,Downregulated,0.0889651534243232,5/16,8.60%
Associative Learning (GO:0008306),GO_Biological_Process_2025,-1.5299530013227676,Downregulated,0.0887612608745001,9/16,20.60%
Negative Regulation of Microtubule Depolymerization (GO:0007026),GO_Biological_Process_2025,-1.5301003226262972,Downregulated,0.0888683349994639,7/20,14.67%
Homologous recombination,KEGG_2021_Human,-1.5307721943295949,Downregulated,0.0886961302904363,19/37,36.70%
Response to Light Stimulus (GO:0009416),GO_Biological_Process_2025,-1.530887820515182,Downregulated,0.0888057186129536,26/51,30.02%
Ciliary Membrane (GO:0060170),GO_Cellular_Component_2025,-1.5314768098719171,Downregulated,0.0887006726918708,20/32,29.69%
Dendrite (GO:0030425),GO_Cellular_Component_2025,-1.5321519084063728,Downregulated,0.0884961765825001,65/247,15.11%
Positive Regulation of Chromosome Organization (GO:2001252),GO_Biological_Process_2025,-1.5327498356394529,Downregulated,0.0882973993952464,19/43,24.80%
Digestive Tract Morphogenesis (GO:0048546),GO_Biological_Process_2025,-1.534314889720616,Downregulated,0.0876160883617605,6/15,20.49%
Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,Reactome_2022,-1.5350009113655798,Downregulated,0.0874100745393141,18/43,31.59%
Processing Of DNA Double-Strand Break Ends R-HSA-5693607,Reactome_2022,-1.5356998075459718,Downregulated,0.0871565501331041,34/54,38.84%
Positive Regulation of Cytokinesis (GO:0032467),GO_Biological_Process_2025,-1.5375311306166537,Downregulated,0.0863058500342731,17/32,29.21%
snRNA Processing (GO:0016180),GO_Biological_Process_2025,-1.5379457762523556,Downregulated,0.086247142889703,11/18,38.85%
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,Reactome_2022,-1.5381440794774954,Downregulated,0.0863467861299047,15/34,23.15%
Intraflagellar Transport Proteins Binding To Dynein WP4532,WikiPathways_2024_Human,-1.5395689806234658,Downregulated,0.0857214627186521,8/24,11.27%
Sensory Perception R-HSA-9709957,Reactome_2022,-1.5401121221305252,Downregulated,0.0856274032202277,77/180,22.97%
T Cell Activation (GO:0042110),GO_Biological_Process_2025,-1.5420023879293565,Downregulated,0.0847503019458175,22/80,5.76%
Oxidative Stress Induced Senescence R-HSA-2559580,Reactome_2022,-1.5435713924636487,Downregulated,0.0840473378994662,18/59,15.96%
Cytosolic Small Ribosomal Subunit (GO:0022627),GO_Cellular_Component_2025,-1.544561557457777,Downregulated,0.0837207332499249,26/35,45.51%
Memory (GO:0007613),GO_Biological_Process_2025,-1.5457848656217057,Downregulated,0.0832047425203268,14/44,9.24%
Common Pathways Underlying Drug Addiction WP2636,WikiPathways_2024_Human,-1.545924650905245,Downregulated,0.0833127195027909,14/35,14.91%
Condensed Chromosome (GO:0000793),GO_Cellular_Component_2025,-1.5461078567164035,Downregulated,0.0833847952270721,16/46,23.21%
Potassium Channels R-HSA-1296071,Reactome_2022,-1.5461928581213065,Downregulated,0.0835210214520175,31/85,20.89%
Diseases Of Mitotic Cell Cycle R-HSA-9675126,Reactome_2022,-1.5467280282432103,Downregulated,0.0834431121006078,16/36,23.73%
M Phase R-HSA-68886,Reactome_2022,-1.5468137626577128,Downregulated,0.0835869594822569,124/310,30.73%
Cysteine-Type Deubiquitinase Activity (GO:0004843),GO_Molecular_Function_2025,-1.5479261995220155,Downregulated,0.0831645925864622,28/65,26.95%
Positive Regulation of mRNA Processing (GO:0050685),GO_Biological_Process_2025,-1.5483493562781108,Downregulated,0.0831152392049017,7/15,13.35%
Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122,Reactome_2022,-1.5507837079176707,Downregulated,0.081968231374536,16/35,18.46%
Regulation of Stem Cell Population Maintenance (GO:2000036),GO_Biological_Process_2025,-1.5515058621904063,Downregulated,0.0817495293255328,25/51,29.81%
mRNA Binding (GO:0003729),GO_Molecular_Function_2025,-1.5520103040260247,Downregulated,0.0816664729666864,79/252,23.07%
Norepinephrine Neurotransmitter Release Cycle R-HSA-181430,Reactome_2022,-1.553503771995736,Downregulated,0.0810282051571285,9/16,21.53%
APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,Reactome_2022,-1.5537796255074503,Downregulated,0.0811083035348529,14/24,35.55%
Inhibition Of DNA Recombination At Telomere R-HSA-9670095,Reactome_2022,-1.5548279109012524,Downregulated,0.0807293280575582,12/24,23.73%
Regulation of Cytokinesis (GO:0032465),GO_Biological_Process_2025,-1.5548314029756631,Downregulated,0.0809166350832138,28/66,25.34%
Negative Regulation of DNA Recombination (GO:0045910),GO_Biological_Process_2025,-1.5559713443908705,Downregulated,0.0804628165155065,14/34,24.29%
Cohesin Complex Cornelia De Lange Syndrome WP5117,WikiPathways_2024_Human,-1.55603781465075,Downregulated,0.0805987081843247,14/30,27.53%
Synaptic Vesicle Recycling (GO:0036465),GO_Biological_Process_2025,-1.5588233246333454,Downregulated,0.0793440191918501,10/30,12.02%
DNA Polymerase Activity (GO:0034061),GO_Molecular_Function_2025,-1.562182299208312,Downregulated,0.0777979520348704,10/18,29.65%
Cytosolic DNA-sensing pathway,KEGG_2021_Human,-1.5643979344463392,Downregulated,0.076781493713741,15/50,6.64%
Glutamatergic synapse,KEGG_2021_Human,-1.5676091647318164,Downregulated,0.0752861281963947,41/103,18.47%
Alcoholism,KEGG_2021_Human,-1.569346230936432,Downregulated,0.0745844919722415,38/105,20.61%
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,Reactome_2022,-1.5703470967524504,Downregulated,0.074274921753299,40/78,33.22%
Inorganic Cation Transmembrane Transporter Activity (GO:0022890),GO_Molecular_Function_2025,-1.5718515577690737,Downregulated,0.0736487380651793,16/35,18.47%
Rett Syndrome WP4312,WikiPathways_2024_Human,-1.5744104715851668,Downregulated,0.0726438561795538,22/45,28.45%
Mitotic G2-G2/M Phases R-HSA-453274,Reactome_2022,-1.575805389786548,Downregulated,0.0721307492235471,63/163,28.46%
cAMP-mediated Signaling (GO:0019933),GO_Biological_Process_2025,-1.576939152178905,Downregulated,0.0717690853020223,9/20,14.75%
Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,Reactome_2022,-1.5774361782899522,Downregulated,0.0716973394915399,19/32,30.43%
Excitatory Synapse (GO:0060076),GO_Cellular_Component_2025,-1.5803849549974445,Downregulated,0.0704292806595898,8/20,12.96%
Splicing Factor NOVA Regulated Synaptic Proteins WP4148,WikiPathways_2024_Human,-1.581359932093353,Downregulated,0.0700827156768877,25/39,31.88%
Cellular Response to Zinc Ion (GO:0071294),GO_Biological_Process_2025,-1.584194462787376,Downregulated,0.0689648860745736,2/16,7.55%
Small Ribosomal Subunit (GO:0015935),GO_Cellular_Component_2025,-1.586471789976006,Downregulated,0.0680825834009106,18/36,35.61%
Protein K11-linked Ubiquitination (GO:0070979),GO_Biological_Process_2025,-1.5870284640431145,Downregulated,0.0679986033430618,19/35,29.64%
Impaired BRCA2 Binding To PALB2 R-HSA-9709603,Reactome_2022,-1.589622199053528,Downregulated,0.0670460913696262,11/20,33.16%
Regulation of Signal Transduction (GO:0009966),GO_Biological_Process_2025,-1.5904061589297191,Downregulated,0.066826806773044,46/174,13.25%
Condensation Of Prophase Chromosomes R-HSA-2299718,Reactome_2022,-1.5926417815998406,Downregulated,0.0658692477086129,9/15,39.82%
Transcriptional Regulation By MECP2 R-HSA-8986944,Reactome_2022,-1.5932604839889912,Downregulated,0.0657371576740589,24/53,24.43%
Glial Cell Projection (GO:0097386),GO_Cellular_Component_2025,-1.5934582200680385,Downregulated,0.0658167881196112,8/15,15.11%
G Alpha (Z) Signaling Events R-HSA-418597,Reactome_2022,-1.5946612202839865,Downregulated,0.0654735057941436,21/44,18.46%
Central Nervous System Development (GO:0007417),GO_Biological_Process_2025,-1.5959248905522487,Downregulated,0.0650565671935414,85/247,20.80%
Methylation-Dependent Protein Binding (GO:0140034),GO_Molecular_Function_2025,-1.598244235444441,Downregulated,0.0641698844930722,27/62,25.15%
G2/M Transition R-HSA-69275,Reactome_2022,-1.600604591703404,Downregulated,0.0632738245851317,63/161,28.46%
Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904356),GO_Biological_Process_2025,-1.6016454395383126,Downregulated,0.0629658254976819,9/16,28.92%
rRNA Transcription (GO:0009303),GO_Biological_Process_2025,-1.6025002236683163,Downregulated,0.0627415066364076,5/17,10.51%
Intraciliary Anterograde Transport (GO:0035720),GO_Biological_Process_2025,-1.6033749804446678,Downregulated,0.0624733564477735,11/15,35.54%
DNA-templated Transcription (GO:0006351),GO_Biological_Process_2025,-1.6036207556583728,Downregulated,0.0624985631217555,62/175,24.44%
Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300,Reactome_2022,-1.605723175392258,Downregulated,0.0617663674165974,11/16,34.28%
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,Reactome_2022,-1.6068291375537311,Downregulated,0.0614734943750596,46/91,33.22%
Microtubule Polymerization or Depolymerization (GO:0031109),GO_Biological_Process_2025,-1.6069262677350575,Downregulated,0.061592810015998,6/18,11.99%
Regulation of Multicellular Organismal Development (GO:2000026),GO_Biological_Process_2025,-1.6074975548426889,Downregulated,0.0614837479864678,20/52,20.78%
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),GO_Biological_Process_2025,-1.6080404516706428,Downregulated,0.0613792350768324,26/61,25.11%
Regulation of Regulated Secretory Pathway (GO:1903305),GO_Biological_Process_2025,-1.6106039382055517,Downregulated,0.0604405639644772,12/29,13.66%
Microtubule Nucleation (GO:0007020),GO_Biological_Process_2025,-1.6119017892302865,Downregulated,0.0600380453834742,13/19,34.19%
Organelle Transport Along Microtubule (GO:0072384),GO_Biological_Process_2025,-1.6119120040007249,Downregulated,0.0601912036625137,19/37,25.74%
Regulation of Nervous System Development (GO:0051960),GO_Biological_Process_2025,-1.6123434402271903,Downregulated,0.0601596186308833,21/43,24.01%
Negative Regulation of Phosphate Metabolic Process (GO:0045936),GO_Biological_Process_2025,-1.612698624541488,Downregulated,0.0601717888671645,9/16,20.55%
mRNA Metabolic Process (GO:0016071),GO_Biological_Process_2025,-1.6128340161288837,Downregulated,0.0602513618898211,45/85,37.77%
SAGA Complex (GO:0000124),GO_Cellular_Component_2025,-1.6142913695069063,Downregulated,0.0597938315924627,11/24,28.60%
Acetylation-Dependent Protein Binding (GO:0140033),GO_Molecular_Function_2025,-1.6190192980839466,Downregulated,0.0581233589109615,10/17,27.07%
Learning (GO:0007612),GO_Biological_Process_2025,-1.6240555089425204,Downregulated,0.0562145388001003,16/39,17.72%
Mitotic Cell Cycle Phase Transition (GO:0044772),GO_Biological_Process_2025,-1.624824139359026,Downregulated,0.0561119434337858,34/100,23.66%
Transcription Corepressor Binding (GO:0001222),GO_Molecular_Function_2025,-1.627257078277936,Downregulated,0.0553318907794764,21/41,20.56%
Axonogenesis (GO:0007409),GO_Biological_Process_2025,-1.627875853300771,Downregulated,0.055236977434263,68/169,22.08%
Visual Phototransduction R-HSA-2187338,Reactome_2022,-1.62908408127621,Downregulated,0.0548751827781226,38/81,22.97%
Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095),GO_Molecular_Function_2025,-1.6291845221733392,Downregulated,0.0549954126046301,15/37,17.32%
PKMTs Methylate Histone Lysines R-HSA-3214841,Reactome_2022,-1.6295721468790083,Downregulated,0.0550181752493726,17/35,23.19%
Retrograde endocannabinoid signaling,KEGG_2021_Human,-1.6312675079892525,Downregulated,0.0545572390057169,53/130,26.05%
Positive Regulation of Chromosome Segregation (GO:0051984),GO_Biological_Process_2025,-1.6317952235405764,Downregulated,0.0544963361536851,11/17,37.53%
DNA-templated Transcription Initiation (GO:0006352),GO_Biological_Process_2025,-1.6344452578541535,Downregulated,0.0536440653560462,28/58,33.15%
Positive Regulation of Synapse Assembly (GO:0051965),GO_Biological_Process_2025,-1.6348456347043614,Downregulated,0.0536072054634127,16/30,22.25%
Positive Regulation of Excitatory Postsynaptic Potential (GO:2000463),GO_Biological_Process_2025,-1.639263313496644,Downregulated,0.052060222522506,14/22,19.44%
Histone Methyltransferase Activity (GO:0042054),GO_Molecular_Function_2025,-1.6409499634820868,Downregulated,0.0515313373533953,16/28,29.71%
Cell cycle,KEGG_2021_Human,-1.6432335803355482,Downregulated,0.0508834687035489,50/114,29.50%
Microtubule Polymerization (GO:0046785),GO_Biological_Process_2025,-1.643954649252815,Downregulated,0.0507358734932931,18/29,34.19%
Telomeric DNA Binding (GO:0042162),GO_Molecular_Function_2025,-1.6441101054643337,Downregulated,0.0508155988197339,14/33,23.02%
Female Gamete Generation (GO:0007292),GO_Biological_Process_2025,-1.644987480305554,Downregulated,0.050672468382757,7/29,13.84%
Cell Cycle WP179,WikiPathways_2024_Human,-1.6451073280768556,Downregulated,0.0507742971000172,49/110,29.50%
Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538),GO_Molecular_Function_2025,-1.6475464041744707,Downregulated,0.0501484224039816,19/39,28.41%
"Regulation of Synaptic Transmission, GABAergic (GO:0032228)",GO_Biological_Process_2025,-1.6485473243753384,Downregulated,0.0499172007484817,9/15,23.17%
Neuropeptide Receptor Activity (GO:0008188),GO_Molecular_Function_2025,-1.6496805863691204,Downregulated,0.049706737733307,16/31,33.56%
Amphetamine addiction,KEGG_2021_Human,-1.6509470526874672,Downregulated,0.0494647580843607,20/57,14.83%
Lysine-Acetylated Histone Binding (GO:0070577),GO_Molecular_Function_2025,-1.6515966658241492,Downregulated,0.0493404682944209,10/16,27.07%
Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,Reactome_2022,-1.6527879427335228,Downregulated,0.0490767177881798,9/19,23.15%
Regulation of Meiotic Cell Cycle (GO:0051445),GO_Biological_Process_2025,-1.6537258973092537,Downregulated,0.0488337755820976,9/19,23.05%
Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,Reactome_2022,-1.653770108153227,Downregulated,0.048955094722093,5/17,5.99%
poly(A) Binding (GO:0008143),GO_Molecular_Function_2025,-1.654413430872576,Downregulated,0.0488224109073212,8/19,13.50%
Regulation of Neuron Differentiation (GO:0045664),GO_Biological_Process_2025,-1.6559135802380025,Downregulated,0.0484392144373732,24/65,15.88%
Methylated Histone Binding (GO:0035064),GO_Molecular_Function_2025,-1.656033338921037,Downregulated,0.0485435623958679,27/60,25.15%
Cytosolic Large Ribosomal Subunit (GO:0022625),GO_Cellular_Component_2025,-1.6567799050753662,Downregulated,0.0484198995028453,29/42,43.80%
Large Ribosomal Subunit (GO:0015934),GO_Cellular_Component_2025,-1.6567799050753662,Downregulated,0.0484198995028453,29/42,43.80%
Transcription by RNA Polymerase I (GO:0006360),GO_Biological_Process_2025,-1.6569401610135326,Downregulated,0.0486387644269001,6/17,18.28%
Positive Regulation of Cell Communication (GO:0010647),GO_Biological_Process_2025,-1.6585368960964302,Downregulated,0.0481927151518527,12/22,27.38%
Synapse Assembly (GO:0007416),GO_Biological_Process_2025,-1.6604249327980931,Downregulated,0.0476813474939652,29/66,22.08%
Neurogenesis Regulation In The Olfactory Epithelium WP5265,WikiPathways_2024_Human,-1.6619128415502469,Downregulated,0.0473645698249639,24/50,22.08%
Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),GO_Biological_Process_2025,-1.663502706481906,Downregulated,0.0470086718509719,9/20,24.41%
Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,Reactome_2022,-1.6635577529013474,Downregulated,0.0471257106869675,12/21,33.16%
DNA Metabolic Process (GO:0006259),GO_Biological_Process_2025,-1.663562229362035,Downregulated,0.047260741376615,117/266,33.31%
Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968),GO_Biological_Process_2025,-1.6644666552288137,Downregulated,0.0470925570503446,27/42,38.48%
Homology Directed Repair R-HSA-5693538,Reactome_2022,-1.6650495039087745,Downregulated,0.0470656746796252,55/89,38.84%
Positive Regulation of Cilium Assembly (GO:0045724),GO_Biological_Process_2025,-1.6659557366559452,Downregulated,0.0468406285431937,13/20,23.17%
Histone Demethylase Activity (GO:0032452),GO_Molecular_Function_2025,-1.6673984564373687,Downregulated,0.0464711817125546,11/19,20.95%
H4/H2A Histone Acetyltransferase Complex (GO:0043189),GO_Cellular_Component_2025,-1.668132463513279,Downregulated,0.0463456076024786,14/21,32.85%
NuA4 Histone Acetyltransferase Complex (GO:0035267),GO_Cellular_Component_2025,-1.668132463513279,Downregulated,0.0463456076024786,14/21,32.85%
Base excision repair,KEGG_2021_Human,-1.668614205963178,Downregulated,0.046454607569507,18/30,32.66%
Protein Modification by Small Protein Removal (GO:0070646),GO_Biological_Process_2025,-1.6729006629740544,Downregulated,0.0452258201945136,18/66,14.07%
Maintenance of Protein Location in Nucleus (GO:0051457),GO_Biological_Process_2025,-1.6734076058709595,Downregulated,0.0452254899762806,7/19,16.92%
protein-RNA Complex Assembly (GO:0022618),GO_Biological_Process_2025,-1.6751052005508316,Downregulated,0.0447318032592603,45/130,25.21%
Positive Regulation of DNA Recombination (GO:0045911),GO_Biological_Process_2025,-1.6773614212233294,Downregulated,0.0441249054115957,29/49,37.78%
RNA Polymerase I Transcription Initiation R-HSA-73762,Reactome_2022,-1.6785382158508009,Downregulated,0.0438731642089003,26/42,43.28%
Phosphorylation Of APC/C R-HSA-176412,Reactome_2022,-1.6835441368815487,Downregulated,0.0423815228942438,12/18,35.55%
Neuron Projection (GO:0043005),GO_Cellular_Component_2025,-1.686148537175083,Downregulated,0.041671949314727,173/479,22.13%
tRNA Methylation (GO:0030488),GO_Biological_Process_2025,-1.6864380233335208,Downregulated,0.0417092369382629,14/35,31.33%
Cilium Organization (GO:0044782),GO_Biological_Process_2025,-1.6887549941586202,Downregulated,0.0411597888643503,93/191,30.72%
Adenylyltransferase Activity (GO:0070566),GO_Molecular_Function_2025,-1.6897133578110723,Downregulated,0.0409894003330722,7/20,12.91%
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),GO_Biological_Process_2025,-1.6907649041313078,Downregulated,0.0407936314914237,15/34,21.83%
RNA Methylation (GO:0001510),GO_Biological_Process_2025,-1.6912492482451151,Downregulated,0.0407554358290834,20/49,31.32%
Negative Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904357),GO_Biological_Process_2025,-1.6915394787963514,Downregulated,0.0407813173280169,14/25,28.92%
SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,Reactome_2022,-1.6952454909070154,Downregulated,0.0397998434322186,22/42,35.61%
SUMOylation Of Transcription Cofactors R-HSA-3899300,Reactome_2022,-1.69714589563605,Downregulated,0.0393330691831699,14/32,19.52%
Modulation of Excitatory Postsynaptic Potential (GO:0098815),GO_Biological_Process_2025,-1.6977036588539285,Downregulated,0.0392064802644067,17/30,19.44%
Regulation of Microtubule Polymerization (GO:0031113),GO_Biological_Process_2025,-1.7006508272327592,Downregulated,0.0384653042897361,20/43,16.13%
Mitochondrion Transport Along Microtubule (GO:0047497),GO_Biological_Process_2025,-1.7006562794761295,Downregulated,0.0385809147560354,6/16,14.61%
Chromosome Maintenance R-HSA-73886,Reactome_2022,-1.70089978334562,Downregulated,0.0386161409421648,50/86,39.70%
U2-type Catalytic Step 2 Spliceosome (GO:0071007),GO_Cellular_Component_2025,-1.7030769523537137,Downregulated,0.0381415714740895,10/27,23.75%
"Cell Cycle, Mitotic R-HSA-69278",Reactome_2022,-1.7039690343240224,Downregulated,0.0379779122301226,185/440,30.73%
Dopaminergic Neurogenesis WP2855,WikiPathways_2024_Human,-1.704621079721573,Downregulated,0.0379297238306426,14/26,20.29%
Damaged DNA Binding (GO:0003684),GO_Molecular_Function_2025,-1.708110555550834,Downregulated,0.0371706048707626,25/44,36.27%
Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430,Reactome_2022,-1.708600773661864,Downregulated,0.0371417526609144,16/20,41.54%
Regulation of mRNA Metabolic Process (GO:1903311),GO_Biological_Process_2025,-1.708734548473954,Downregulated,0.037211244946497,9/15,29.60%
GABA Receptor Activation R-HSA-977443,Reactome_2022,-1.7089236130628136,Downregulated,0.0372716120578546,24/53,18.46%
TBP-class Protein Binding (GO:0017025),GO_Molecular_Function_2025,-1.709336101407846,Downregulated,0.0372460041774233,10/18,23.89%
Development And Heterogeneity Of The ILC Family WP3893,WikiPathways_2024_Human,-1.7103970440011886,Downregulated,0.0370758443538244,9/16,20.51%
"Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)",GO_Biological_Process_2025,-1.7107787967891042,Downregulated,0.0370623229570036,14/18,42.31%
Mitotic Spindle Checkpoint R-HSA-69618,Reactome_2022,-1.7136068355870555,Downregulated,0.0364157899200913,53/94,35.55%
Cleavage Of Damaged Pyrimidine R-HSA-110329,Reactome_2022,-1.7139384975553338,Downregulated,0.0364324551305378,13/18,37.48%
Glucagon-type Ligand Receptors R-HSA-420092,Reactome_2022,-1.717940585305618,Downregulated,0.0354612149053747,12/26,18.46%
Phosphodiesterases In Neuronal Function WP4222,WikiPathways_2024_Human,-1.7205003243182726,Downregulated,0.0348716950406999,20/49,14.83%
DNA Repair (GO:0006281),GO_Biological_Process_2025,-1.7212809272706422,Downregulated,0.0348180863439287,139/265,37.48%
Presynaptic Endocytosis (GO:0140238),GO_Biological_Process_2025,-1.7228769250265776,Downregulated,0.0345508112759449,6/17,12.02%
HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,Reactome_2022,-1.7251360262969753,Downregulated,0.0340710675952293,53/84,38.84%
CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,Reactome_2022,-1.726336481886521,Downregulated,0.0338557471359802,11/25,16.20%
Constitutive Heterochromatin Formation (GO:0140719),GO_Biological_Process_2025,-1.7275426793779065,Downregulated,0.0336323817183891,26/36,36.97%
Dendrite Membrane (GO:0032590),GO_Cellular_Component_2025,-1.727960975556649,Downregulated,0.0336369756426082,7/24,5.97%
Positive Regulation of DNA-templated Transcription Initiation (GO:2000144),GO_Biological_Process_2025,-1.728439706859501,Downregulated,0.0336282554443553,38/55,38.76%
Negative Regulation of Double-Strand Break Repair via Homologous Recombination (GO:2000042),GO_Biological_Process_2025,-1.729068221792828,Downregulated,0.0335692690051464,9/20,23.25%
mRNA surveillance pathway,KEGG_2021_Human,-1.7298598727008394,Downregulated,0.0334763055493845,36/75,29.75%
Histone H3 Methyltransferase Activity (GO:0140938),GO_Molecular_Function_2025,-1.7301733814673508,Downregulated,0.0335208742496333,11/28,17.25%
Central Nervous System Neuron Differentiation (GO:0021953),GO_Biological_Process_2025,-1.730804257544346,Downregulated,0.0334879809820944,20/43,20.39%
Synapse Organization (GO:0050808),GO_Biological_Process_2025,-1.731087179566044,Downregulated,0.0335227122183936,49/113,22.25%
Telomere Maintenance (GO:0000723),GO_Biological_Process_2025,-1.7314870220425125,Downregulated,0.0335440630818468,29/63,28.92%
Dopaminergic synapse,KEGG_2021_Human,-1.732142500247263,Downregulated,0.0334699303245608,49/115,21.41%
Regulation of T Cell Differentiation (GO:0045580),GO_Biological_Process_2025,-1.7341857178683733,Downregulated,0.0330765901049337,22/40,30.23%
Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,Reactome_2022,-1.735222534992893,Downregulated,0.0329247063951426,9/17,16.20%
Processing Of Capped Intronless Pre-mRNA R-HSA-75067,Reactome_2022,-1.7381114163329552,Downregulated,0.0324370947789533,19/25,37.38%
Single-Stranded DNA Binding (GO:0003697),GO_Molecular_Function_2025,-1.7384873898395012,Downregulated,0.0324654685857195,35/88,25.42%
Phase 0 - Rapid Depolarisation R-HSA-5576892,Reactome_2022,-1.7402198161082694,Downregulated,0.0321952582947653,12/23,15.67%
Vacuolar Acidification (GO:0007035),GO_Biological_Process_2025,-1.742564759164288,Downregulated,0.0317872160462915,15/25,19.95%
Anaphase-Promoting Complex (GO:0005680),GO_Cellular_Component_2025,-1.7461864518594516,Downregulated,0.0308760818764701,10/19,23.15%
Synaptic Adhesion-Like Molecules R-HSA-8849932,Reactome_2022,-1.7485423858150917,Downregulated,0.0304430471995678,14/19,18.47%
Nuclear Chromosome (GO:0000228),GO_Cellular_Component_2025,-1.7489708206351646,Downregulated,0.0304191488026302,47/82,37.67%
Overview Of Proinflammatory And Profibrotic Mediators WP5095,WikiPathways_2024_Human,-1.751042916309116,Downregulated,0.0300344990229335,17/70,5.17%
DNA Methylation-Dependent Constitutive Heterochromatin Formation (GO:0006346),GO_Biological_Process_2025,-1.751058652954868,Downregulated,0.0301402543011832,10/22,20.23%
HDMs Demethylate Histones R-HSA-3214842,Reactome_2022,-1.7519708529452906,Downregulated,0.0300260296911434,12/19,20.95%
Visual Perception (GO:0007601),GO_Biological_Process_2025,-1.7520073291648637,Downregulated,0.0301146412643611,31/88,12.84%
Peptidyl-Lysine Methylation (GO:0018022),GO_Biological_Process_2025,-1.7538026742125892,Downregulated,0.0297772142301241,8/15,25.92%
RNA Polymerase III Transcription Initiation R-HSA-76046,Reactome_2022,-1.7542822510973948,Downregulated,0.0297576222727094,18/33,30.04%
RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476,Reactome_2022,-1.7547339179347587,Downregulated,0.0297559456634271,18/36,30.04%
Peptide Chain Elongation R-HSA-156902,Reactome_2022,-1.754819748715221,Downregulated,0.0298412365497973,54/73,45.87%
Selenocysteine Synthesis R-HSA-2408557,Reactome_2022,-1.760575652433479,Downregulated,0.0285595440978388,56/77,45.87%
"Base-Excision Repair, AP Site Formation R-HSA-73929",Reactome_2022,-1.7605764369798216,Downregulated,0.0286630207068889,14/20,37.48%
Regulation of Embryonic Development (GO:0045995),GO_Biological_Process_2025,-1.7611286117873215,Downregulated,0.0286573393412322,23/54,20.78%
Ligand-Gated Monoatomic Ion Channel Activity (GO:0015276),GO_Molecular_Function_2025,-1.7615910590089097,Downregulated,0.0286332312282212,14/26,20.00%
"mRNA Cis Splicing, via Spliceosome (GO:0045292)",GO_Biological_Process_2025,-1.7620419493417017,Downregulated,0.0286495422693137,5/17,9.95%
Sensory Perception of Light Stimulus (GO:0050953),GO_Biological_Process_2025,-1.7656723932921556,Downregulated,0.0280288693037049,36/89,19.22%
Cytoplasmic Dynein Complex (GO:0005868),GO_Cellular_Component_2025,-1.768422006615726,Downregulated,0.0275188663142585,7/19,11.27%
Regulation of Cell Cycle Process (GO:0010564),GO_Biological_Process_2025,-1.7688293661678245,Downregulated,0.0275125736596678,57/123,28.86%
