ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Database,Pathway,Direction
-0.5366965054605084,-2.0698813997016736,0.0,0.0021724382547658903,0.277,24/36,32.11%,AAAS;NUP37;NUP85;NUP93;NUP43;NUP42;NUP88;SYMPK;NUP50;CPSF1;CPSF2;NUP153;SEC13;NUP107;RANBP2;NUP205;NUP133;WDR33;NUP62;NUP188;POM121;POM121C;NUP58;NUP155,Reactome_2022,Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,Downregulated
-0.5840649069662222,-2.0699851538863023,0.0,0.0021738061075906694,0.275,19/25,33.93%,RBBP5;KANSL1;MEN1;TAF7;MCRS1;PHF20;TAF9;TAF1;CHD8;E2F6;TEX10;LAS1L;MAX;WDR5;RNF2;DPY30;INO80C;TAF4;KAT8,GO_Cellular_Component_2025,MLL1 Complex (GO:0071339),Downregulated
-0.5840649069662222,-2.0699851538863023,0.0,0.0021738061075906694,0.275,19/25,33.93%,RBBP5;KANSL1;MEN1;TAF7;MCRS1;PHF20;TAF9;TAF1;CHD8;E2F6;TEX10;LAS1L;MAX;WDR5;RNF2;DPY30;INO80C;TAF4;KAT8,GO_Cellular_Component_2025,MLL1/2 Complex (GO:0044665),Downregulated
-0.6293665273501046,-2.0717687356433623,0.0,0.0021405163560948132,0.271,12/19,13.62%,RELN;CACNG7;GRIN2C;NLGN3;CACNG8;TSHZ3;CACNG3;NLGN2;CACNG5;NRXN1;GRIN2A;DRD1,GO_Biological_Process_2025,"Positive Regulation of Synaptic Transmission, Glutamatergic (GO:0051968)",Downregulated
-0.5068864860052273,-2.0741815722746426,0.0,0.0021114612628391465,0.265,27/41,36.41%,SART3;DDX39B;MEPCE;SNRPC;HNRNPU;CDK9;CCNT2;RNPC3;TUT1;SNRPA1;PRPF4;SNRPB2;SF3B3;HEXIM2;HEXIM1;LSM7;DDX56;SNRPA;RBM7;ISG20;SNRNP70;LSM11;LSM10;SNU13;NCBP2;SNRPD3;PRPF31,GO_Molecular_Function_2025,snRNA Binding (GO:0017069),Downregulated
-0.44844207999258734,-2.075547452463962,0.0,0.0020942186708646725,0.261,42/76,35.58%,TAF13;MLLT1;TAF11;SUPT5H;TAF7;TCEA1;NELFB;TAF15;TAF5;POLR2D;TBP;CDK9;DMAP1;TAF3;CCNT2;NELFE;TAF9;SUPT16H;TAF12;TAF1;TAF1L;EAF1;POLR2F;GTF2B;NELFA;CTR9;ELOB;GTF2A1;SSRP1;POLR2E;POLR2J;TAF10;POLR2K;PAF1;GTF2E1;TAF4;GTF2H3;ELL;TAF2;SUPT6H;NCBP2;GTF2H1,Reactome_2022,RNA Polymerase II Pre-transcription Events R-HSA-674695,Downregulated
-0.39409059597576757,-2.076862348993447,0.0,0.0020890114575540537,0.26,62/162,16.17%,SOX3;OTX2;SOX14;SOX15;SOX12;IRX1;IL1RAPL1;IRX5;EN2;BRSK2;SOX21;BRINP2;PBX3;INSM1;NLGN4X;GSX1;LHX4;POU4F2;LHX9;NR4A2;ISL2;SOX4;MYEF2;OTP;PAX6;CDK5R1;ITM2C;IRX4;DDIT4;TENM2;INSM2;EMX2;LHX3;ATP8A2;IRX6;ANOS1;CTNNB1;VSX1;SOX1;ASCL1;ASCL2;VAX1;ID4;POU3F2;IRX2;FZD8;PHOX2B;NIF3L1;SLTM;NR2E3;MYT1L;PPT1;SOX2;RTN1;SOX11;ID2;FZD10;WNT7B;BCCIP;INHBA;ID1;TENM3,GO_Biological_Process_2025,Neuron Differentiation (GO:0030182),Downregulated
-0.390328448487888,-2.0809244193403984,0.0,0.0020097594545242367,0.253,82/184,22.87%,MSI1;RPS17;EVL;LHX4;EIF4A3;LHX9;ROBO3;RPL31;CLASP2;USP33;RPS12;RPS16;RPS19;RPLP2;RPL18A;NELL2;FAU;RPS10;RPS8;LHX3;RPLP0;FLRT3;RPS15;RPL37;RPS14;ARHGEF7;RPL30;RPL8;RPS4Y2;RPS4Y1;RPS4X;ROBO1;RPS5;ROBO2;RPL6;RPL34;RPS7;RPL36AL;RPS29;RPL10L;RPS6;CASC3;UPF3A;ISL1;RPS13;RPS25;RPL12;RPL14;RPL35;RPL18;PSMA1;RPL11;RPS28;PSMB6;RPL19;RPL39;RPSA;RPS23;RPL15;RPS21;RPS3A;UBA52;RPL3;RPL28;RPL29;RPL22;RPL4;CLASP1;RPS11;NCK2;RPL23;PSMD5;RPL38;RPL36;RPL10A;RPLP1;PRKAR2A;RPL13A;UPF2;RPL23A;PSMD13;PSMB7,Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,Downregulated
-0.5436226037691999,-2.082646800015771,0.0,0.0019853354308300847,0.249,18/38,13.12%,NR0B1;RPS17;RPS19;EEF1A1;RPS10;RPS4Y1;RPS4X;RPS5;SF1;RPS7;RPS29;RPL10L;RPS13;RPS25;RPS28;RPS26;RPS23;RPL15,GO_Cellular_Component_2025,Ribosome (GO:0005840),Downregulated
-0.3830105214084211,-2.0888923044156837,0.0,0.0018606951816269302,0.234,93/220,21.11%,KCNJ6;SNAP25;GABRR1;CACNG2;SLC6A1;GLRB;SYN2;GABRA6;ADCY8;CASK;GNG2;NSF;NPTN;GAD1;SLC1A2;GRIN2C;GNB5;GRIK5;GABRR2;GNGT2;PRKCB;TSPAN7;CAMK4;GRIK1;SLC18A3;AP2M1;CACNG8;MPP2;ARHGEF9;MPP3;GABRB2;AP2B1;NRGN;GRIA1;GABRR3;STXBP1;GABRB3;CAMK2G;SLC32A1;ARHGEF7;AP2A1;CHRNA5;CACNG3;GNB3;GABRA4;GNB2;GRIA4;RIMS1;GNAL;GLRA2;CAMKK1;SH2D3C;RASGRF1;CHRNB2;SLC1A7;GNGT1;GNG11;ADCY1;HRAS;GAD2;RPS6KA6;KCNJ10;CHRNA4;GRIN2A;SLC6A3;GRIA2;SLC1A1;DNAJC5;GRIN3B;KCNJ3;GLUL;NBEA;CAMK2B;GNB1;RAB3A;ADCY2;CACNA2D2;CHRNA2;CHRNB3;CREB1;PPFIA2;ALDH2;SLC5A7;LRRC7;CACNA2D3;GRIN2B;GRIA3;GLRA3;PPFIA3;MAPT;PRKAR2A;SLC38A2;GNG13,Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,Downregulated
-0.5884139093816051,-2.094626683272539,0.0,0.001721878217005012,0.219,19/26,22.54%,DPF2;PBRM1;SS18;SMARCA4;SMARCE1;BRD9;SMARCB1;PHF10;BCL11B;SMARCD3;BCL7A;ARID1A;DPF3;BCL11A;ARID2;SMARCC1;ARID1B;BICRA;RB1,GO_Cellular_Component_2025,SWI/SNF Complex (GO:0016514),Downregulated
-0.41104087613149143,-2.096312775229802,0.0,0.001701434075694947,0.216,43/133,11.90%,RELN;UNC5D;DPYSL5;OTX2;CNTN5;CDK5R2;SEMA6A;KIF5A;NPTN;CNTN2;EVL;POU4F2;EPHA6;CHN1;NRP2;EPHB3;LGI1;CYFIP2;ROBO3;DSCAM;USP33;EFNA2;CNTN1;EFNA1;CDK5R1;NEO1;NELL2;SEMA3F;PTPRM;ANOS1;NRXN3;ARK2C;UNC5C;FYN;ROBO2;PTPRU;GAP43;BDNF;PLEKHG4B;KALRN;SCN1B;SMOX;NRXN1,GO_Biological_Process_2025,Axon Guidance (GO:0007411),Downregulated
-0.37059427323044264,-2.0993306241219143,0.0,0.0016934554383645016,0.213,133/260,30.75%,SOX15;EPC1;MYC;L3MBTL1;DPF2;ACTR5;FBXL19;PBRM1;SS18;SMARCA4;SMARCE1;SART3;SETDB2;YY1;PCBP2;KDM5A;PWWP2B;H2AZ2;WAC;SOX1;BRD9;CARM1;DNMT1;ZZZ3;H3-3B;SMARCB1;PHF10;H2BC1;PRMT5;VPS72;DPF1;SMARCD3;RBBP7;ASF1B;KDM4B;MTA2;SAFB;HP1BP3;GATAD2B;KDM2B;SOX2;BRD2;PWWP2A;BCOR;UBN2;BCL7A;ARID1A;MIER1;HMG20A;DPF3;THAP7;RBBP4;MCRS1;RAD54L2;ACTR8;MORC2;HNRNPU;INO80E;BAZ2B;CFDP1;UBN1;RNF8;ARID2;ZNF827;KDM2A;SFPQ;DMAP1;SATB1;HIRIP3;MTA1;MYSM1;SKP1;BRD7;SIRT1;SUPT16H;USP36;ZNHIT1;CHAF1A;KDM5B;KDM6A;SMARCC1;SMARCAD1;NIPBL;NPM2;MTHFR;EHMT1;SF3B1;ARID1B;SMC6;BICRA;SETD4;CHD8;PRMT8;RB1;PHF2;NPM3;YEATS2;SETDB1;KDM5D;KDM4E;KDM5C;KDM4D;KDM4F;HIRA;CTCF;KAT6B;SMARCD1;DDX56;RYBP;BPTF;SSRP1;SUDS3;UCHL5;CHTOP;PAXIP1;HDAC8;BAZ1A;RNF2;EZH1;HDAC1;JMJD6;GATAD2A;PRMT7;SUV39H1;SETD7;HAT1;INO80;ACTL6B;LOXL2;PER1;INO80C;NAP1L3;NAP1L2,GO_Biological_Process_2025,Chromatin Organization (GO:0006325),Downregulated
-0.45180994281415354,-2.099661294075073,0.0,0.0016981883346974852,0.212,41/76,33.22%,EPC1;DPF2;PBRM1;KDM1A;SMARCA4;SMARCE1;BRD8;MEAF6;SMARCB1;PHF10;VPS72;DPF1;SMARCD3;BCL7A;ARID1A;DPF3;EPC2;OTUB1;ARID2;DMAP1;ING3;MRGBP;BRD7;SIRT1;SMARCC1;PPP4R3A;TIMELESS;UBE2N;ARID1B;PPP4R3C;PPP4R3B;SMARCD1;RAD51AP1;FOXM1;POT1;FIGNL1;ACTL6B;SPIRE1;SPIRE2;SMARCA2;SMARCC2,GO_Biological_Process_2025,Regulation of Double-Strand Break Repair (GO:2000779),Downregulated
-0.5379218253798022,-2.0997987668547733,0.0,0.001696533221738515,0.211,24/36,32.62%,ATXN7L3;TADA1;ZZZ3;TAF7;SUPT20HL2;SUPT20HL1;SUPT20H;TAF5L;TAF5;USP22;KAT14;TAF9;POLE4;TADA3;TAF12;SF3B3;YEATS2;SGF29;MBIP;WDR5;TAF10;SF3B5;TAF4;TAF2,GO_Cellular_Component_2025,SAGA-type Complex (GO:0070461),Downregulated
-0.5103952642985404,-2.1008664530374705,0.0,0.001675374936691738,0.208,30/42,36.68%,CDK12;ZMYND8;MED25;PWWP2B;MED14;MED8;MED23;CDK13;MED6;MED16;ELL3;PWWP2A;CDK9;MED9;CCNT2;MED15;MED18;MED31;MED7;MED20;LDB2;TCERG1;MED19;ELL;MED4;MED10;MED30;SUPT6H;NCBP2;MED21,GO_Biological_Process_2025,Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968),Downregulated
-0.6100232461636388,-2.1012739565816205,0.0,0.001673544497397709,0.207,11/23,21.38%,COX5B;COX5A;COX18;COX7C;TACO1;NDUFA4;COX15;COX7A2;COX6A1;COA6;COA3,WikiPathways_2024_Human,Mitochondrial Complex IV Assembly WP4922,Downregulated
